,persnr,time,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,riskAversion,age,experience,bonus,performance
3608,902,0,80.0,0.3,-0.5,0.6,-1.3,1.5,-1.3,64,38,0,228.88614597471351
3609,902,1,80.0,0.3,-0.5,0.6,-1.3,1.5,-1.3,65,39,0,96.80215124476771
3610,902,2,80.0,0.3,-0.5,0.6,-1.3,1.5,-1.3,66,40,0,42.59855731300836
3611,902,3,80.0,0.3,-0.5,0.6,-1.3,1.5,-1.3,67,41,0,158.16806341099505
3612,903,0,104.0,0.6,1.0,-1.5,-0.8,0.4,0.0,21,0,0,232.51162989881533
3613,903,1,104.0,0.6,1.0,-1.5,-0.8,0.4,0.0,22,1,1,144.60136089401203
3614,903,2,104.0,0.6,1.0,-1.5,-0.8,0.4,0.0,23,2,1,214.82323007505727
3615,903,3,104.0,0.6,1.0,-1.5,-0.8,0.4,0.0,24,3,1,290.088926228281
3616,904,0,94.0,1.3,1.5,0.8,-0.5,0.9,1.5,48,23,0,92.75896278768842
3617,904,1,94.0,1.3,1.5,0.8,-0.5,0.9,1.5,49,24,0,438.7638143941491
3618,904,2,94.0,1.3,1.5,0.8,-0.5,0.9,1.5,50,25,0,118.58954326528612
3619,904,3,94.0,1.3,1.5,0.8,-0.5,0.9,1.5,51,26,0,237.63759862694735
3620,905,0,87.0,1.1,0.9,-1.9,0.4,0.9,-2.7,53,32,0,65.45742210417978
3621,905,1,87.0,1.1,0.9,-1.9,0.4,0.9,-2.7,54,33,0,113.02379823149226
3622,905,2,87.0,1.1,0.9,-1.9,0.4,0.9,-2.7,55,34,0,98.3177526548325
3623,905,3,87.0,1.1,0.9,-1.9,0.4,0.9,-2.7,56,35,0,92.01833605742046
3624,906,0,96.0,-0.9,-1.3,0.4,0.4,-0.8,0.4,48,20,0,-14.057083384317934
3625,906,1,96.0,-0.9,-1.3,0.4,0.4,-0.8,0.4,49,21,0,-24.272273072865573
3626,906,2,96.0,-0.9,-1.3,0.4,0.4,-0.8,0.4,50,22,0,25.168700931158256
3627,906,3,96.0,-0.9,-1.3,0.4,0.4,-0.8,0.4,51,23,0,52.77797480232047
3628,907,0,109.0,1.6,-1.7,0.0,-0.5,-0.0,-1.2,63,37,0,207.07087157453475
3629,907,1,109.0,1.6,-1.7,0.0,-0.5,-0.0,-1.2,64,38,0,237.69771559171372
3630,907,2,109.0,1.6,-1.7,0.0,-0.5,-0.0,-1.2,65,39,0,319.215956400027
3631,907,3,109.0,1.6,-1.7,0.0,-0.5,-0.0,-1.2,66,40,1,384.68618789230635
3632,908,0,97.0,-0.4,0.6,-0.4,0.6,1.3,-0.3,25,3,0,-18.056937750253944
3633,908,1,97.0,-0.4,0.6,-0.4,0.6,1.3,-0.3,26,4,0,139.62876170424235
3634,908,2,97.0,-0.4,0.6,-0.4,0.6,1.3,-0.3,27,5,0,-123.09248866786537
3635,908,3,97.0,-0.4,0.6,-0.4,0.6,1.3,-0.3,28,6,0,-56.174155143643326
3636,909,0,90.0,-1.3,-0.6,-1.3,-0.4,1.6,0.3,49,24,0,154.18604213580494
3637,909,1,90.0,-1.3,-0.6,-1.3,-0.4,1.6,0.3,50,25,0,84.10654495353285
3638,909,2,90.0,-1.3,-0.6,-1.3,-0.4,1.6,0.3,51,26,0,9.558753075887992
3639,909,3,90.0,-1.3,-0.6,-1.3,-0.4,1.6,0.3,52,27,0,-167.62883995601382
3640,910,0,103.0,1.5,0.8,-0.8,1.6,-0.4,0.4,63,42,0,205.78538690370465
3641,910,1,103.0,1.5,0.8,-0.8,1.6,-0.4,0.4,64,43,0,189.09516862923687
3642,910,2,103.0,1.5,0.8,-0.8,1.6,-0.4,0.4,65,44,0,80.57906542253313
3643,910,3,103.0,1.5,0.8,-0.8,1.6,-0.4,0.4,66,45,0,243.45036243398587
3644,911,0,99.0,-0.2,-1.7,2.2,-1.7,-0.2,-1.2,63,40,0,-78.45396792663647
3645,911,1,99.0,-0.2,-1.7,2.2,-1.7,-0.2,-1.2,64,41,0,219.8232115967748
3646,911,2,99.0,-0.2,-1.7,2.2,-1.7,-0.2,-1.2,65,42,0,274.5391321403051
3647,911,3,99.0,-0.2,-1.7,2.2,-1.7,-0.2,-1.2,66,43,0,197.23841431008094
3648,912,0,106.0,-1.1,1.2,1.0,-0.6,0.2,0.2,43,22,0,323.0373555212131
3649,912,1,106.0,-1.1,1.2,1.0,-0.6,0.2,0.2,44,23,0,-45.268178808409345
3650,912,2,106.0,-1.1,1.2,1.0,-0.6,0.2,0.2,45,24,1,155.17222119422743
3651,912,3,106.0,-1.1,1.2,1.0,-0.6,0.2,0.2,46,25,1,157.23596978065302
3652,913,0,108.0,1.5,-1.8,0.8,1.9,-0.4,-0.9,35,12,0,226.2958519846768
3653,913,1,108.0,1.5,-1.8,0.8,1.9,-0.4,-0.9,36,13,0,267.9915267376748
3654,913,2,108.0,1.5,-1.8,0.8,1.9,-0.4,-0.9,37,14,1,266.0232504335523
3655,913,3,108.0,1.5,-1.8,0.8,1.9,-0.4,-0.9,38,15,1,201.35011083901148
3656,914,0,98.0,-0.4,0.2,-0.8,1.1,-0.4,-1.6,26,0,0,102.92105057049042
3657,914,1,98.0,-0.4,0.2,-0.8,1.1,-0.4,-1.6,27,1,0,242.3687468246088
3658,914,2,98.0,-0.4,0.2,-0.8,1.1,-0.4,-1.6,28,2,0,-45.73855362671651
3659,914,3,98.0,-0.4,0.2,-0.8,1.1,-0.4,-1.6,29,3,0,56.64866314405526
3660,915,0,103.0,0.1,-0.0,-2.6,1.2,0.4,2.1,32,6,0,367.50084359462187
3661,915,1,103.0,0.1,-0.0,-2.6,1.2,0.4,2.1,33,7,1,111.26738231214374
3662,915,2,103.0,0.1,-0.0,-2.6,1.2,0.4,2.1,34,8,1,188.91859355934054
3663,915,3,103.0,0.1,-0.0,-2.6,1.2,0.4,2.1,35,9,1,-64.6960169069117
3664,916,0,95.0,0.0,-1.4,1.1,1.6,-0.1,0.4,32,4,0,-5.659694885894879
3665,916,1,95.0,0.0,-1.4,1.1,1.6,-0.1,0.4,33,5,0,231.1294811102384
3666,916,2,95.0,0.0,-1.4,1.1,1.6,-0.1,0.4,34,6,0,185.5275953939315
3667,916,3,95.0,0.0,-1.4,1.1,1.6,-0.1,0.4,35,7,0,-110.91976366240812
3668,917,0,93.0,-0.6,-0.9,0.6,-0.1,0.5,-1.9,63,42,0,205.27483126653698
3669,917,1,93.0,-0.6,-0.9,0.6,-0.1,0.5,-1.9,64,43,0,171.17017693626133
3670,917,2,93.0,-0.6,-0.9,0.6,-0.1,0.5,-1.9,65,44,0,103.68306821735268
3671,917,3,93.0,-0.6,-0.9,0.6,-0.1,0.5,-1.9,66,45,0,70.83126314427717
3672,918,0,89.0,-0.5,0.1,0.1,1.4,-0.9,-1.1,53,26,0,-60.402166525468544
3673,918,1,89.0,-0.5,0.1,0.1,1.4,-0.9,-1.1,54,27,0,92.71024558909251
3674,918,2,89.0,-0.5,0.1,0.1,1.4,-0.9,-1.1,55,28,0,12.209813392001323
3675,918,3,89.0,-0.5,0.1,0.1,1.4,-0.9,-1.1,56,29,0,143.03936415789533
3676,919,0,123.0,0.1,2.0,1.6,-2.5,1.6,0.8,35,8,0,356.99534406718465
3677,919,1,123.0,0.1,2.0,1.6,-2.5,1.6,0.8,36,9,0,180.13340499816636
3678,919,2,123.0,0.1,2.0,1.6,-2.5,1.6,0.8,37,10,1,324.2741116685205
3679,919,3,123.0,0.1,2.0,1.6,-2.5,1.6,0.8,38,11,1,160.9318074088391
3680,920,0,87.0,0.2,1.1,0.1,0.8,0.6,-0.2,47,26,0,97.75749284099084
3681,920,1,87.0,0.2,1.1,0.1,0.8,0.6,-0.2,48,27,0,211.56537362489087
3682,920,2,87.0,0.2,1.1,0.1,0.8,0.6,-0.2,49,28,0,-117.01705628502471
3683,920,3,87.0,0.2,1.1,0.1,0.8,0.6,-0.2,50,29,0,87.96224421256505
3684,921,0,94.0,-0.9,0.7,0.6,-0.6,0.9,0.4,34,14,0,167.79331808881778
3685,921,1,94.0,-0.9,0.7,0.6,-0.6,0.9,0.4,35,15,0,118.93154411994792
3686,921,2,94.0,-0.9,0.7,0.6,-0.6,0.9,0.4,36,16,0,188.5103255632971
3687,921,3,94.0,-0.9,0.7,0.6,-0.6,0.9,0.4,37,17,0,289.91889616908065
3688,922,0,111.0,-0.5,-1.7,0.1,1.7,1.0,-1.0,24,0,0,21.779984009896552
3689,922,1,111.0,-0.5,-1.7,0.1,1.7,1.0,-1.0,25,1,0,241.62614844037256
3690,922,2,111.0,-0.5,-1.7,0.1,1.7,1.0,-1.0,26,2,0,432.24055942636016
3691,922,3,111.0,-0.5,-1.7,0.1,1.7,1.0,-1.0,27,3,1,254.7382798781456
3692,923,0,123.0,-0.4,-1.1,0.6,-2.5,0.8,0.8,23,2,0,363.8908297233447
3693,923,1,123.0,-0.4,-1.1,0.6,-2.5,0.8,0.8,24,3,1,-0.24690078391000725
3694,923,2,123.0,-0.4,-1.1,0.6,-2.5,0.8,0.8,25,4,1,218.01325088994395
3695,923,3,123.0,-0.4,-1.1,0.6,-2.5,0.8,0.8,26,5,1,208.31826341646317
3696,924,0,110.0,0.7,0.7,-0.4,-0.2,-0.4,0.1,43,18,0,209.8890705131945
3697,924,1,110.0,0.7,0.7,-0.4,-0.2,-0.4,0.1,44,19,0,158.6609925148994
3698,924,2,110.0,0.7,0.7,-0.4,-0.2,-0.4,0.1,45,20,0,115.19243555816783
3699,924,3,110.0,0.7,0.7,-0.4,-0.2,-0.4,0.1,46,21,0,184.41824518253512
3700,925,0,83.0,-0.2,-0.8,0.6,-0.8,1.0,-1.4,32,4,0,321.93185640442687
3701,925,1,83.0,-0.2,-0.8,0.6,-0.8,1.0,-1.4,33,5,0,209.53741565458256
3702,925,2,83.0,-0.2,-0.8,0.6,-0.8,1.0,-1.4,34,6,0,-16.70858822083349
3703,925,3,83.0,-0.2,-0.8,0.6,-0.8,1.0,-1.4,35,7,1,225.232585685664
3704,926,0,71.0,-0.4,3.0,0.2,0.6,-0.7,0.4,57,29,0,79.90567005141452
3705,926,1,71.0,-0.4,3.0,0.2,0.6,-0.7,0.4,58,30,0,3.598481097496446
3706,926,2,71.0,-0.4,3.0,0.2,0.6,-0.7,0.4,59,31,0,116.51143418772736
3707,926,3,71.0,-0.4,3.0,0.2,0.6,-0.7,0.4,60,32,0,226.686432610185
3708,927,0,88.0,-0.1,-0.2,1.0,-0.1,0.9,-1.3,31,9,0,70.50077105637261
3709,927,1,88.0,-0.1,-0.2,1.0,-0.1,0.9,-1.3,32,10,0,101.50961231632922
3710,927,2,88.0,-0.1,-0.2,1.0,-0.1,0.9,-1.3,33,11,0,23.036561908638184
3711,927,3,88.0,-0.1,-0.2,1.0,-0.1,0.9,-1.3,34,12,0,47.29615801260523
3712,928,0,97.0,-1.6,-0.6,-0.2,-1.1,-1.4,-1.4,65,42,0,97.42996798383513
3713,928,1,97.0,-1.6,-0.6,-0.2,-1.1,-1.4,-1.4,66,43,0,42.16888970141353
3714,928,2,97.0,-1.6,-0.6,-0.2,-1.1,-1.4,-1.4,67,44,0,60.505718079238946
3715,928,3,97.0,-1.6,-0.6,-0.2,-1.1,-1.4,-1.4,68,45,0,-83.20488181544768
3716,929,0,91.0,1.0,-0.1,0.1,-0.7,0.3,1.5,26,0,0,159.52659028830914
3717,929,1,91.0,1.0,-0.1,0.1,-0.7,0.3,1.5,27,1,0,81.00143572398488
3718,929,2,91.0,1.0,-0.1,0.1,-0.7,0.3,1.5,28,2,0,112.41808366435959
3719,929,3,91.0,1.0,-0.1,0.1,-0.7,0.3,1.5,29,3,0,107.72659543790513
3720,930,0,94.0,-0.2,-0.1,0.5,-1.8,0.6,-0.3,40,18,0,20.689872022373834
3721,930,1,94.0,-0.2,-0.1,0.5,-1.8,0.6,-0.3,41,19,0,169.7091926180623
3722,930,2,94.0,-0.2,-0.1,0.5,-1.8,0.6,-0.3,42,20,0,129.1689515959658
3723,930,3,94.0,-0.2,-0.1,0.5,-1.8,0.6,-0.3,43,21,0,162.53947538054393
3724,931,0,76.0,-0.3,0.5,0.4,-1.0,-1.1,-0.0,51,22,0,50.26260910724329
3725,931,1,76.0,-0.3,0.5,0.4,-1.0,-1.1,-0.0,52,23,0,41.60672587588611
3726,931,2,76.0,-0.3,0.5,0.4,-1.0,-1.1,-0.0,53,24,0,-63.13417918757219
3727,931,3,76.0,-0.3,0.5,0.4,-1.0,-1.1,-0.0,54,25,0,190.69492409111697
3728,932,0,90.0,-0.5,-0.0,-2.6,-2.7,-0.3,1.4,20,0,0,286.59105156788036
3729,932,1,90.0,-0.5,-0.0,-2.6,-2.7,-0.3,1.4,21,1,1,171.29965773071348
3730,932,2,90.0,-0.5,-0.0,-2.6,-2.7,-0.3,1.4,22,2,1,86.16175873421255
3731,932,3,90.0,-0.5,-0.0,-2.6,-2.7,-0.3,1.4,23,3,1,244.89214338222823
3732,933,0,106.0,-1.4,0.1,-1.5,-0.1,1.0,-0.8,48,19,0,-117.1971171117597
3733,933,1,106.0,-1.4,0.1,-1.5,-0.1,1.0,-0.8,49,20,0,141.93320109421296
3734,933,2,106.0,-1.4,0.1,-1.5,-0.1,1.0,-0.8,50,21,0,-73.4171172241189
3735,933,3,106.0,-1.4,0.1,-1.5,-0.1,1.0,-0.8,51,22,0,49.47777412295767
3736,934,0,107.0,0.5,-2.0,-1.1,1.3,-0.7,2.0,36,12,0,278.43902494235743
3737,934,1,107.0,0.5,-2.0,-1.1,1.3,-0.7,2.0,37,13,1,150.56557096346333
3738,934,2,107.0,0.5,-2.0,-1.1,1.3,-0.7,2.0,38,14,1,301.09718928581407
3739,934,3,107.0,0.5,-2.0,-1.1,1.3,-0.7,2.0,39,15,1,319.25273168365266
3740,935,0,116.0,1.4,0.2,-2.3,0.9,1.7,-0.2,53,33,0,21.10886394102002
3741,935,1,116.0,1.4,0.2,-2.3,0.9,1.7,-0.2,54,34,0,196.00834706563563
3742,935,2,116.0,1.4,0.2,-2.3,0.9,1.7,-0.2,55,35,0,136.05921007596052
3743,935,3,116.0,1.4,0.2,-2.3,0.9,1.7,-0.2,56,36,0,133.77174099701034
3744,936,0,137.0,0.2,-0.2,1.1,-1.2,-0.5,0.4,66,43,0,305.4219597485104
3745,936,1,137.0,0.2,-0.2,1.1,-1.2,-0.5,0.4,67,44,0,150.83387698875345
3746,936,2,137.0,0.2,-0.2,1.1,-1.2,-0.5,0.4,68,45,0,373.5856689529173
3747,936,3,137.0,0.2,-0.2,1.1,-1.2,-0.5,0.4,69,46,1,303.83562719173995
3748,937,0,84.0,1.3,0.5,0.1,0.5,0.7,-1.7,55,29,0,211.54953899980734
3749,937,1,84.0,1.3,0.5,0.1,0.5,0.7,-1.7,56,30,0,214.49203654675472
3750,937,2,84.0,1.3,0.5,0.1,0.5,0.7,-1.7,57,31,0,92.01802008819843
3751,937,3,84.0,1.3,0.5,0.1,0.5,0.7,-1.7,58,32,0,113.57269021118293
3752,938,0,84.0,-0.5,-0.3,-0.1,0.0,0.8,-1.5,62,34,0,91.3416564173538
3753,938,1,84.0,-0.5,-0.3,-0.1,0.0,0.8,-1.5,63,35,0,315.6778870805578
3754,938,2,84.0,-0.5,-0.3,-0.1,0.0,0.8,-1.5,64,36,0,141.88378398600466
3755,938,3,84.0,-0.5,-0.3,-0.1,0.0,0.8,-1.5,65,37,1,286.83522471189
3756,939,0,126.0,-1.6,-0.1,-0.5,1.7,-0.3,-1.1,25,1,0,34.736066235364206
3757,939,1,126.0,-1.6,-0.1,-0.5,1.7,-0.3,-1.1,26,2,0,157.29897437602375
3758,939,2,126.0,-1.6,-0.1,-0.5,1.7,-0.3,-1.1,27,3,0,118.58095590452699
3759,939,3,126.0,-1.6,-0.1,-0.5,1.7,-0.3,-1.1,28,4,1,17.49066904805781
3760,940,0,94.0,-0.3,1.2,1.1,2.8,-0.2,1.0,45,23,0,259.717832206868
3761,940,1,94.0,-0.3,1.2,1.1,2.8,-0.2,1.0,46,24,0,93.12599430963681
3762,940,2,94.0,-0.3,1.2,1.1,2.8,-0.2,1.0,47,25,0,239.45010214056015
3763,940,3,94.0,-0.3,1.2,1.1,2.8,-0.2,1.0,48,26,1,-41.58986443076523
3764,941,0,118.0,1.0,-0.2,-0.3,-0.2,-0.6,0.9,51,26,0,343.4217032454142
3765,941,1,118.0,1.0,-0.2,-0.3,-0.2,-0.6,0.9,52,27,1,321.3600341921552
3766,941,2,118.0,1.0,-0.2,-0.3,-0.2,-0.6,0.9,53,28,1,205.11638538622879
3767,941,3,118.0,1.0,-0.2,-0.3,-0.2,-0.6,0.9,54,29,1,163.0690513308285
3768,942,0,83.0,-1.5,1.2,0.7,-0.8,-1.4,-1.4,55,30,0,-61.166624768191696
3769,942,1,83.0,-1.5,1.2,0.7,-0.8,-1.4,-1.4,56,31,0,98.75157869695856
3770,942,2,83.0,-1.5,1.2,0.7,-0.8,-1.4,-1.4,57,32,0,151.25799918118264
3771,942,3,83.0,-1.5,1.2,0.7,-0.8,-1.4,-1.4,58,33,0,-23.757338675913033
3772,943,0,97.0,0.5,1.0,-0.8,0.1,-1.4,0.2,31,2,0,155.63227386628995
3773,943,1,97.0,0.5,1.0,-0.8,0.1,-1.4,0.2,32,3,0,230.59786759405853
3774,943,2,97.0,0.5,1.0,-0.8,0.1,-1.4,0.2,33,4,1,176.9580970178951
3775,943,3,97.0,0.5,1.0,-0.8,0.1,-1.4,0.2,34,5,1,183.15740635637104
3776,944,0,92.0,-0.7,2.2,-1.4,-1.3,-0.5,-0.9,43,14,0,130.87731367282245
3777,944,1,92.0,-0.7,2.2,-1.4,-1.3,-0.5,-0.9,44,15,0,169.24811579198183
3778,944,2,92.0,-0.7,2.2,-1.4,-1.3,-0.5,-0.9,45,16,0,177.82220995146494
3779,944,3,92.0,-0.7,2.2,-1.4,-1.3,-0.5,-0.9,46,17,0,37.44329674121444
3780,945,0,88.0,-0.7,-1.4,0.2,-0.2,0.4,0.0,22,0,0,83.5133811125679
3781,945,1,88.0,-0.7,-1.4,0.2,-0.2,0.4,0.0,23,1,0,-61.06510325767697
3782,945,2,88.0,-0.7,-1.4,0.2,-0.2,0.4,0.0,24,2,0,-74.89574843994627
3783,945,3,88.0,-0.7,-1.4,0.2,-0.2,0.4,0.0,25,3,0,99.16610085573123
3784,946,0,68.0,-1.7,-0.3,-1.8,-0.4,-0.9,-0.1,31,11,0,-32.279421050075555
3785,946,1,68.0,-1.7,-0.3,-1.8,-0.4,-0.9,-0.1,32,12,0,171.4195623616442
3786,946,2,68.0,-1.7,-0.3,-1.8,-0.4,-0.9,-0.1,33,13,0,34.914693657818134
3787,946,3,68.0,-1.7,-0.3,-1.8,-0.4,-0.9,-0.1,34,14,0,35.98290604231472
3788,947,0,94.0,-1.1,-0.5,0.6,-1.1,-0.2,-1.5,56,36,0,346.6988775414043
3789,947,1,94.0,-1.1,-0.5,0.6,-1.1,-0.2,-1.5,57,37,0,241.52781156847232
3790,947,2,94.0,-1.1,-0.5,0.6,-1.1,-0.2,-1.5,58,38,0,88.97868315714383
3791,947,3,94.0,-1.1,-0.5,0.6,-1.1,-0.2,-1.5,59,39,1,84.26578864681332
3792,948,0,108.0,-1.1,-1.4,-0.2,0.3,-0.2,0.3,50,21,0,66.71027474566534
3793,948,1,108.0,-1.1,-1.4,-0.2,0.3,-0.2,0.3,51,22,0,21.85998508154799
3794,948,2,108.0,-1.1,-1.4,-0.2,0.3,-0.2,0.3,52,23,1,292.52760114997926
3795,948,3,108.0,-1.1,-1.4,-0.2,0.3,-0.2,0.3,53,24,1,225.3018314426564
3796,949,0,136.0,-0.6,0.7,2.3,0.7,-2.0,-1.3,40,19,0,209.2168747167096
3797,949,1,136.0,-0.6,0.7,2.3,0.7,-2.0,-1.3,41,20,0,207.04278763415024
3798,949,2,136.0,-0.6,0.7,2.3,0.7,-2.0,-1.3,42,21,0,398.91723115042265
3799,949,3,136.0,-0.6,0.7,2.3,0.7,-2.0,-1.3,43,22,1,169.85745407593907
3800,950,0,102.0,-0.5,0.8,0.8,-0.5,0.9,-1.1,59,35,0,74.96741106891298
3801,950,1,102.0,-0.5,0.8,0.8,-0.5,0.9,-1.1,60,36,0,175.8384041555457
3802,950,2,102.0,-0.5,0.8,0.8,-0.5,0.9,-1.1,61,37,0,24.36281665802437
3803,950,3,102.0,-0.5,0.8,0.8,-0.5,0.9,-1.1,62,38,0,271.1921276801646
3804,951,0,82.0,0.3,-0.9,-0.1,1.5,0.9,-0.2,47,22,0,248.58249534652435
3805,951,1,82.0,0.3,-0.9,-0.1,1.5,0.9,-0.2,48,23,0,129.82214836113948
3806,951,2,82.0,0.3,-0.9,-0.1,1.5,0.9,-0.2,49,24,0,-119.37589732076142
3807,951,3,82.0,0.3,-0.9,-0.1,1.5,0.9,-0.2,50,25,0,82.17506927060319
3808,952,0,101.0,1.5,0.0,-0.4,1.3,0.2,0.1,35,7,0,93.96719030857426
3809,952,1,101.0,1.5,0.0,-0.4,1.3,0.2,0.1,36,8,0,-59.779285883794955
3810,952,2,101.0,1.5,0.0,-0.4,1.3,0.2,0.1,37,9,0,183.1176803324642
3811,952,3,101.0,1.5,0.0,-0.4,1.3,0.2,0.1,38,10,0,245.39444218982987
3812,953,0,113.0,1.4,-1.2,1.1,-2.2,0.4,0.8,49,21,0,134.25444497508494
3813,953,1,113.0,1.4,-1.2,1.1,-2.2,0.4,0.8,50,22,0,228.84874450624724
3814,953,2,113.0,1.4,-1.2,1.1,-2.2,0.4,0.8,51,23,0,249.03197661156156
3815,953,3,113.0,1.4,-1.2,1.1,-2.2,0.4,0.8,52,24,0,297.4693515830254
3816,954,0,106.0,-0.1,-0.1,0.2,0.1,-0.3,-0.9,57,34,0,108.62000100787547
3817,954,1,106.0,-0.1,-0.1,0.2,0.1,-0.3,-0.9,58,35,0,301.0768201104614
3818,954,2,106.0,-0.1,-0.1,0.2,0.1,-0.3,-0.9,59,36,0,124.01810517444653
3819,954,3,106.0,-0.1,-0.1,0.2,0.1,-0.3,-0.9,60,37,0,223.156521844976
3820,955,0,92.0,0.1,-0.4,2.7,-0.9,-2.1,1.5,37,15,0,127.32062715735447
3821,955,1,92.0,0.1,-0.4,2.7,-0.9,-2.1,1.5,38,16,0,149.57752550207567
3822,955,2,92.0,0.1,-0.4,2.7,-0.9,-2.1,1.5,39,17,0,24.5261536181687
3823,955,3,92.0,0.1,-0.4,2.7,-0.9,-2.1,1.5,40,18,0,36.061611325533306
3824,956,0,87.0,-0.9,-0.1,-1.0,1.0,-1.1,-0.3,44,21,0,46.17010374972271
3825,956,1,87.0,-0.9,-0.1,-1.0,1.0,-1.1,-0.3,45,22,0,-65.4854614857665
3826,956,2,87.0,-0.9,-0.1,-1.0,1.0,-1.1,-0.3,46,23,0,-163.49662638669636
3827,956,3,87.0,-0.9,-0.1,-1.0,1.0,-1.1,-0.3,47,24,0,191.73023776093083
3828,957,0,110.0,-0.2,0.1,-0.4,-2.6,-1.1,0.7,58,30,0,271.40153300978517
3829,957,1,110.0,-0.2,0.1,-0.4,-2.6,-1.1,0.7,59,31,1,156.18314062018158
3830,957,2,110.0,-0.2,0.1,-0.4,-2.6,-1.1,0.7,60,32,1,433.4752407799877
3831,957,3,110.0,-0.2,0.1,-0.4,-2.6,-1.1,0.7,61,33,1,235.8544588600314
3832,958,0,70.0,-0.6,-0.1,-0.6,-0.1,0.5,0.6,33,7,0,-86.95540951160356
3833,958,1,70.0,-0.6,-0.1,-0.6,-0.1,0.5,0.6,34,8,0,164.90066941202355
3834,958,2,70.0,-0.6,-0.1,-0.6,-0.1,0.5,0.6,35,9,0,71.38760169941429
3835,958,3,70.0,-0.6,-0.1,-0.6,-0.1,0.5,0.6,36,10,0,98.26137146344112
3836,959,0,107.0,-0.3,-1.0,0.5,1.4,0.5,-0.1,66,43,0,350.2081663243226
3837,959,1,107.0,-0.3,-1.0,0.5,1.4,0.5,-0.1,67,44,1,102.04878776405751
3838,959,2,107.0,-0.3,-1.0,0.5,1.4,0.5,-0.1,68,45,1,324.0427030331867
3839,959,3,107.0,-0.3,-1.0,0.5,1.4,0.5,-0.1,69,46,1,214.48650026629784
3840,960,0,104.0,0.9,-0.0,1.7,-0.1,0.2,1.0,54,34,0,116.81504199467435
3841,960,1,104.0,0.9,-0.0,1.7,-0.1,0.2,1.0,55,35,0,140.73821872631868
3842,960,2,104.0,0.9,-0.0,1.7,-0.1,0.2,1.0,56,36,0,313.33056032622414
3843,960,3,104.0,0.9,-0.0,1.7,-0.1,0.2,1.0,57,37,1,14.175584602769902
3844,961,0,96.0,0.1,0.6,1.5,0.9,1.0,-0.1,33,5,0,52.625666688836766
3845,961,1,96.0,0.1,0.6,1.5,0.9,1.0,-0.1,34,6,0,88.54592303078473
3846,961,2,96.0,0.1,0.6,1.5,0.9,1.0,-0.1,35,7,0,133.92298351606286
3847,961,3,96.0,0.1,0.6,1.5,0.9,1.0,-0.1,36,8,0,111.58059578608825
3848,962,0,99.0,2.7,1.4,-1.7,-0.2,-0.6,0.4,51,29,0,52.43399207045783
3849,962,1,99.0,2.7,1.4,-1.7,-0.2,-0.6,0.4,52,30,1,207.95399394267946
3850,962,2,99.0,2.7,1.4,-1.7,-0.2,-0.6,0.4,53,31,1,68.65338923980198
3851,962,3,99.0,2.7,1.4,-1.7,-0.2,-0.6,0.4,54,32,1,110.84329781983786
3852,963,0,102.0,-0.2,0.7,1.6,0.8,-0.2,-0.5,43,17,0,226.21968069566566
3853,963,1,102.0,-0.2,0.7,1.6,0.8,-0.2,-0.5,44,18,0,62.04561481144759
3854,963,2,102.0,-0.2,0.7,1.6,0.8,-0.2,-0.5,45,19,0,274.67800230384876
3855,963,3,102.0,-0.2,0.7,1.6,0.8,-0.2,-0.5,46,20,0,66.51631578430089
3856,964,0,97.0,-2.8,-0.5,-0.8,-0.7,-0.6,-0.1,46,17,0,51.00722442277281
3857,964,1,97.0,-2.8,-0.5,-0.8,-0.7,-0.6,-0.1,47,18,0,-62.52712991983377
3858,964,2,97.0,-2.8,-0.5,-0.8,-0.7,-0.6,-0.1,48,19,0,23.157171984650986
3859,964,3,97.0,-2.8,-0.5,-0.8,-0.7,-0.6,-0.1,49,20,0,89.50885921387749
3860,965,0,95.0,1.2,-0.9,2.8,0.9,-0.5,0.9,49,21,0,283.518236732011
3861,965,1,95.0,1.2,-0.9,2.8,0.9,-0.5,0.9,50,22,0,261.3150493761573
3862,965,2,95.0,1.2,-0.9,2.8,0.9,-0.5,0.9,51,23,0,252.39454582368757
3863,965,3,95.0,1.2,-0.9,2.8,0.9,-0.5,0.9,52,24,1,112.51774839268708
3864,966,0,100.0,-0.4,-0.3,-1.0,-1.0,1.2,0.6,43,14,0,83.20323158059483
3865,966,1,100.0,-0.4,-0.3,-1.0,-1.0,1.2,0.6,44,15,1,171.77425027615084
3866,966,2,100.0,-0.4,-0.3,-1.0,-1.0,1.2,0.6,45,16,1,190.99082933047623
3867,966,3,100.0,-0.4,-0.3,-1.0,-1.0,1.2,0.6,46,17,1,361.4439179144317
3868,967,0,74.0,1.2,-0.7,-0.3,1.6,-0.1,1.0,65,40,0,31.389949219272424
3869,967,1,74.0,1.2,-0.7,-0.3,1.6,-0.1,1.0,66,41,0,145.0009094327542
3870,967,2,74.0,1.2,-0.7,-0.3,1.6,-0.1,1.0,67,42,0,83.40316560547302
3871,967,3,74.0,1.2,-0.7,-0.3,1.6,-0.1,1.0,68,43,0,102.42331798784767
3872,968,0,92.0,-0.4,0.1,0.9,1.1,0.3,0.7,23,2,0,50.84197812034044
3873,968,1,92.0,-0.4,0.1,0.9,1.1,0.3,0.7,24,3,0,143.54004071511474
